1	2	3	4	5	6	7	8	PapBSCn2Kr02	PapBSCn1Kr02	PapBSCn1Ms17	PapBSCn3Ms17	PapBSCn2Ms17	PapBSCn3Kr02	PapBSSc1Mer5	PapBSAp1Mer1	PapBSXt1Mer2	PapBSAp1Mer2	PapBSAp1Mer5	PapBSXt2Mer1	PapBSSc1Mer1	PapBSSc1Mer2	PapBSXt1Mer5	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU325	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU326	0	0	1	3	3	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU328	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU329	0	0	0	0	0	0	0	1	2	0	7	4	0	0	0	
Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Saprospiraceae			New.CleanUp.ReferenceOTU330	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU331	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU332	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU335	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU336	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU339	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU341	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	TM7	TM7-1					New.CleanUp.ReferenceOTU342	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU344	0	0	1	22	11	2	0	0	0	0	0	0	1	1	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	OM60			New.CleanUp.ReferenceOTU348	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Xenococcaceae			New.CleanUp.ReferenceOTU349	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU350	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	DA052	Ellin6513				New.CleanUp.ReferenceOTU354	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Sva0853				New.CleanUp.ReferenceOTU358	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU366	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales				New.CleanUp.ReferenceOTU369	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	[Marinicellales]	[Marinicellaceae]			New.CleanUp.ReferenceOTU372	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU375	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU379	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU380	0	0	0	0	0	0	0	21	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU382	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	
Bacteria	Acidobacteria	Acidobacteria-6	iii1-15				New.CleanUp.ReferenceOTU384	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU386	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	HTCC2188	HTCC		New.CleanUp.ReferenceOTU388	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU389	0	0	0	0	0	0	0	2	0	9	11	4	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	PB19				New.CleanUp.ReferenceOTU390	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	Sva0725	Sva0725				New.CleanUp.ReferenceOTU391	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera		New.CleanUp.ReferenceOTU392	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU396	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU400	0	0	0	0	0	0	0	3	15	1	5	16	0	0	2	
Bacteria	Chloroflexi	TK17	mle1-48				New.CleanUp.ReferenceOTU401	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU406	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium		New.CleanUp.ReferenceOTU408	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU413	0	0	0	0	0	0	0	13	12	0	1	3	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU414	0	0	0	0	0	0	0	23	1	3	4	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae			New.CleanUp.ReferenceOTU416	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		New.CleanUp.ReferenceOTU418	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188				New.CleanUp.ReferenceOTU420	0	4	1	3	7	25	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU421	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast					New.CleanUp.ReferenceOTU422	0	1	0	0	0	0	16	0	0	0	0	0	7	15	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU425	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU426	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU427	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU428	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD2-13		New.CleanUp.ReferenceOTU429	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU431	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU432	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU435	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU439	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			New.CleanUp.ReferenceOTU442	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			New.CleanUp.ReferenceOTU446	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU449	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU454	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU455	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales				New.CleanUp.ReferenceOTU456	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae			New.CleanUp.ReferenceOTU457	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU458	3	15	145	451	640	141	0	6	0	3	0	0	6	3	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU459	3	13	23	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Chlorophyta				New.CleanUp.ReferenceOTU463	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU464	0	0	0	3	1	4	0	0	0	0	0	0	0	1	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU467	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Chlorobi	OPB56					New.CleanUp.ReferenceOTU468	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera		New.CleanUp.ReferenceOTU469	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU470	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera		New.CleanUp.ReferenceOTU471	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU474	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU476	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	OM60			New.CleanUp.ReferenceOTU478	2	4	1	4	14	46	0	0	0	0	0	0	3	1	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium		New.CleanUp.ReferenceOTU479	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	
Bacteria	SBR1093	EC214					New.CleanUp.ReferenceOTU483	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU485	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	[Entotheonellales]	[Entotheonellaceae]			New.CleanUp.ReferenceOTU486	0	0	0	0	0	0	0	17	0	7	1	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU488	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae			New.CleanUp.ReferenceOTU489	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU493	41	95	314	0	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU494	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU499	0	0	0	0	0	0	0	55	0	9	5	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	SC3-41			New.CleanUp.ReferenceOTU502	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU503	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU507	0	0	0	0	0	0	0	16	6	4	6	9	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	PB19				New.CleanUp.ReferenceOTU508	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU509	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU511	0	0	0	0	0	0	0	0	36	0	0	19	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU513	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU514	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Chloroflexi	TK17	TK18				New.CleanUp.ReferenceOTU517	0	0	0	0	0	0	0	0	56	0	0	37	0	0	1	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU518	0	0	0	0	0	0	0	8	2	0	1	2	0	0	1	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	SC3-41			New.CleanUp.ReferenceOTU521	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU522	0	0	2	110	137	35	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU524	0	0	0	0	0	0	11	0	0	0	0	0	11	33	0	
Unassigned							New.CleanUp.ReferenceOTU532	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU533	0	0	16	48	86	14	0	0	0	2	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU535	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU539	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU542	17	14	40	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU545	0	0	0	0	0	0	0	7	2	0	1	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales				New.CleanUp.ReferenceOTU550	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU552	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU553	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU555	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU557	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU560	5	3	10	125	159	23	0	1	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU562	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae			New.CleanUp.ReferenceOTU563	0	0	0	0	0	0	0	27	29	18	19	18	0	0	10	
Unassigned							New.CleanUp.ReferenceOTU566	0	0	5	1	7	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria						New.CleanUp.ReferenceOTU567	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales				New.CleanUp.ReferenceOTU568	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU569	0	0	0	0	0	0	0	3	4	0	3	1	0	0	1	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TK06			New.CleanUp.ReferenceOTU574	0	0	0	0	0	0	0	9	17	0	0	3	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU575	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	OD1	ABY1					New.CleanUp.ReferenceOTU577	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	Ellin6529					New.CleanUp.ReferenceOTU579	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella		New.CleanUp.ReferenceOTU588	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188				New.CleanUp.ReferenceOTU594	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae			New.CleanUp.ReferenceOTU595	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU597	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Haptophyceae				New.CleanUp.ReferenceOTU598	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
Unassigned							New.CleanUp.ReferenceOTU604	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU606	0	0	0	0	0	0	0	82	17	11	14	19	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU608	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU610	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU611	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae			New.CleanUp.ReferenceOTU617	0	0	0	0	0	0	0	22	22	6	48	14	0	0	2	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	koll13			New.CleanUp.ReferenceOTU625	0	0	0	0	0	0	0	3	7	9	11	1	0	0	4	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU629	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	
Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae			New.CleanUp.ReferenceOTU633	0	0	0	0	0	0	0	8	3	3	5	5	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae			New.CleanUp.ReferenceOTU636	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU637	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU638	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU640	0	3	21	49	52	56	9	0	0	0	0	1	35	66	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU644	0	0	0	0	0	0	0	198	21	16	13	3	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU646	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU649	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU650	0	0	0	0	0	0	0	3	15	3	0	3	0	0	1	
Unassigned							New.CleanUp.ReferenceOTU652	1	1	4	0	11	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales				New.CleanUp.ReferenceOTU653	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU656	0	0	2	1	3	2	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU659	0	0	0	0	0	0	0	2	2	6	0	1	0	0	4	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU660	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU661	0	1	2	4	4	6	0	0	0	0	0	0	3	3	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AEGEAN_112			New.CleanUp.ReferenceOTU666	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU669	0	0	0	0	0	0	0	485	0	16	3	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	JTB38			New.CleanUp.ReferenceOTU671	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales				New.CleanUp.ReferenceOTU674	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU675	0	4	67	0	0	0	0	3	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		New.CleanUp.ReferenceOTU677	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU678	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU680	0	4	14	0	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU684	1	2	25	65	108	49	0	0	0	0	0	0	8	7	0	
Bacteria	Gemmatimonadetes	Gemm-1					New.CleanUp.ReferenceOTU685	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU686	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales				New.CleanUp.ReferenceOTU689	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas		New.CleanUp.ReferenceOTU695	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU700	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	[Marinicellales]	[Marinicellaceae]			New.CleanUp.ReferenceOTU701	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU702	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU703	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU704	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU705	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
