1	2	3	4	5	6	7	8	PapBSCn2Kr02	PapBSCn1Kr02	PapBSCn1Ms17	PapBSCn3Ms17	PapBSCn2Ms17	PapBSCn3Kr02	PapBSSc1Mer5	PapBSAp1Mer1	PapBSXt1Mer2	PapBSAp1Mer2	PapBSAp1Mer5	PapBSXt2Mer1	PapBSSc1Mer1	PapBSSc1Mer2	PapBSXt1Mer5	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera		New.CleanUp.ReferenceOTU707	0	0	0	0	1	3	5	0	0	0	0	0	17	16	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU711	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae			New.CleanUp.ReferenceOTU713	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU714	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111			New.CleanUp.ReferenceOTU717	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	4C0d-2	SM1D11				New.CleanUp.ReferenceOTU720	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	WS3	PRR-12	wb1_H11				New.CleanUp.ReferenceOTU721	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU722	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU723	0	0	0	0	1	1	0	35	0	3	2	28	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU724	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas		New.CleanUp.ReferenceOTU727	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU728	0	0	0	0	0	0	0	82	21	54	22	12	0	0	5	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU732	0	0	2	13	14	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales				New.CleanUp.ReferenceOTU735	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU737	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU739	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU741	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU743	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU746	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU748	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae			New.CleanUp.ReferenceOTU750	0	0	0	0	0	0	0	34	2	1	0	9	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU757	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU758	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			New.CleanUp.ReferenceOTU759	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			New.CleanUp.ReferenceOTU760	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU761	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU763	1	2	1	4	2	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	HTCC2188	HTCC		New.CleanUp.ReferenceOTU765	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	Sva0725	Sva0725				New.CleanUp.ReferenceOTU770	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae			New.CleanUp.ReferenceOTU771	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Gemmatimonadetes	Gemm-4					New.CleanUp.ReferenceOTU772	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU775	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	Acidobacteria-6	BPC015				New.CleanUp.ReferenceOTU776	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU777	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU778	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	
Bacteria	Acidobacteria	Solibacteres	Solibacterales	PAUC26f			New.CleanUp.ReferenceOTU780	0	0	0	0	0	0	0	0	45	1	0	43	0	0	12	
Unassigned							New.CleanUp.ReferenceOTU781	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AEGEAN_112			New.CleanUp.ReferenceOTU782	0	1	0	0	0	2	0	0	0	0	0	0	22	12	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188				New.CleanUp.ReferenceOTU784	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU786	0	0	3	8	8	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	HTCC2188	HTCC		New.CleanUp.ReferenceOTU787	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU790	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU793	1	0	7	18	35	4	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU794	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU795	0	0	0	0	0	0	0	1	4	0	0	3	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU796	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-i			New.CleanUp.ReferenceOTU797	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU804	0	0	0	0	0	0	0	1	3	0	0	6	0	0	2	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU807	78	109	76	0	0	0	0	1	0	1	1	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella		New.CleanUp.ReferenceOTU808	1	3	0	4	7	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas		New.CleanUp.ReferenceOTU813	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales				New.CleanUp.ReferenceOTU814	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		New.CleanUp.ReferenceOTU815	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas		New.CleanUp.ReferenceOTU817	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU818	1	1	0	3	6	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU821	0	0	0	0	0	0	6	0	0	0	0	0	14	17	0	
Bacteria	Proteobacteria	Alphaproteobacteria	BD7-3				New.CleanUp.ReferenceOTU822	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			New.CleanUp.ReferenceOTU823	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU826	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU840	5	43	41	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU843	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae			New.CleanUp.ReferenceOTU844	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU848	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales				New.CleanUp.ReferenceOTU849	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU850	0	0	0	0	0	0	0	3	12	3	2	2	0	0	2	
Unassigned							New.CleanUp.ReferenceOTU851	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU853	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
Unassigned							New.CleanUp.ReferenceOTU854	4	1	6	0	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU857	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	
Unassigned							New.CleanUp.ReferenceOTU858	29	7	33	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella		New.CleanUp.ReferenceOTU862	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU865	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		New.CleanUp.ReferenceOTU866	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU867	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU869	0	0	0	0	0	2	0	0	0	11	2	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes		New.CleanUp.ReferenceOTU870	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU872	0	0	0	0	0	0	0	35	4	19	13	0	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU874	0	0	2	6	7	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	4C0d-2	SM2F09				New.CleanUp.ReferenceOTU881	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU888	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU895	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU897	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU898	0	0	0	0	0	0	0	6	6	2	2	7	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU899	0	0	0	0	0	0	0	0	2	1	6	2	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU901	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU902	0	0	0	0	0	0	555	0	0	0	0	0	576	1300	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		New.CleanUp.ReferenceOTU910	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae			New.CleanUp.ReferenceOTU911	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU912	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU916	0	0	0	0	0	0	0	82	187	31	19	83	0	0	10	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		New.CleanUp.ReferenceOTU917	0	2	0	2	5	67	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU919	0	0	0	0	0	1	0	1	0	0	0	0	13	7	0	
Unassigned							New.CleanUp.ReferenceOTU923	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU929	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU936	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales				New.CleanUp.ReferenceOTU938	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU939	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU941	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU944	5	4	7	1	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU949	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU951	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales				New.CleanUp.ReferenceOTU956	0	2	1	4	3	8	0	0	0	0	0	0	5	3	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU957	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU960	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU961	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	HTCC2188	HTCC		New.CleanUp.ReferenceOTU962	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	Solibacteres	Solibacterales	PAUC26f			New.CleanUp.ReferenceOTU965	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria					New.CleanUp.ReferenceOTU970	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	wb1_P06			New.CleanUp.ReferenceOTU971	0	0	0	0	0	0	0	312	287	15	39	182	0	0	38	
Bacteria	Proteobacteria	Alphaproteobacteria					New.CleanUp.ReferenceOTU972	2	2	3	0	0	6	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU974	0	0	0	0	0	0	0	2	126	3	1	32	0	0	5	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU975	15	27	15	105	93	37	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Thalassospira		New.CleanUp.ReferenceOTU982	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU985	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU986	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		New.CleanUp.ReferenceOTU989	9	16	33	1	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU991	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				New.CleanUp.ReferenceOTU992	6	14	1	2	7	10	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1000	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	TK17	TK18				New.CleanUp.ReferenceOTU1002	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1005	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1006	0	0	0	2	0	0	0	185	18	51	49	5	0	0	8	
Unassigned							New.CleanUp.ReferenceOTU1008	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111			New.CleanUp.ReferenceOTU1009	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1012	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1016	1	2	2	26	6	7	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188				New.CleanUp.ReferenceOTU1018	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	
Bacteria	TM7	TM7-1					New.CleanUp.ReferenceOTU1022	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola		New.CleanUp.ReferenceOTU1023	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Bacteria	Acidobacteria	Solibacteres	Solibacterales	PAUC26f			New.CleanUp.ReferenceOTU1024	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1025	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	koll13			New.CleanUp.ReferenceOTU1026	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU1028	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1029	41	40	86	77	91	37	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b			New.CleanUp.ReferenceOTU1031	0	0	0	0	0	0	0	20	0	5	8	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera		New.CleanUp.ReferenceOTU1033	0	0	0	0	0	5	1	0	0	0	0	0	5	9	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU1034	0	0	0	0	0	1	0	94	40	15	18	29	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira		New.CleanUp.ReferenceOTU1038	0	0	0	14	27	6	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales				New.CleanUp.ReferenceOTU1044	0	0	0	0	0	0	0	42	0	1	4	0	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Stramenopiles				New.CleanUp.ReferenceOTU1045	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1047	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1048	0	0	0	0	0	0	0	1	32	9	4	4	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1050	5	2	0	12	10	4	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae			New.CleanUp.ReferenceOTU1051	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1052	0	0	0	0	0	0	0	0	13	0	1	4	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	HTCC2188	HTCC2089			New.CleanUp.ReferenceOTU1056	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5	
Unassigned							New.CleanUp.ReferenceOTU1058	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				New.CleanUp.ReferenceOTU1067	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1072	0	0	1	4	7	1	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	ntu14			New.CleanUp.ReferenceOTU1073	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales				New.CleanUp.ReferenceOTU1074	0	0	3	10	11	1	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AEGEAN_112			New.CleanUp.ReferenceOTU1075	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU1080	7	13	10	0	0	0	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1082	6	3	3	35	58	7	0	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales				New.CleanUp.ReferenceOTU1087	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1090	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae			New.CleanUp.ReferenceOTU1093	0	0	0	0	0	0	0	13	15	0	0	7	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1095	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1099	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Bacteria	Chloroflexi	SAR202					New.CleanUp.ReferenceOTU1100	0	0	0	0	0	0	0	4	8	4	8	1	0	0	1	
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			New.CleanUp.ReferenceOTU1102	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae			New.CleanUp.ReferenceOTU1105	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae			New.CleanUp.ReferenceOTU1111	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Bacteria	Cyanobacteria	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus		New.CleanUp.ReferenceOTU1114	0	0	13	17	31	6	0	0	0	0	0	0	0	0	0	
