1	2	3	4	5	6	7	8	anser6	anser4	anser1	anser3	anser8	anser5	anser9	anser7	anser2	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		New.CleanUp.ReferenceOTU1907	6	2	0	0	0	6	0	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium		New.CleanUp.ReferenceOTU1909	0	0	0	0	0	0	3	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU1910	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		New.CleanUp.ReferenceOTU1914	0	0	0	0	7	0	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]			New.CleanUp.ReferenceOTU1915	0	0	0	0	1	0	0	1	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium		New.CleanUp.ReferenceOTU1919	0	0	5	0	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		New.CleanUp.ReferenceOTU1922	0	0	2	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU1923	0	0	0	0	0	0	2	0	0	
Unassigned							New.CleanUp.ReferenceOTU1924	0	0	0	0	0	0	4	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				New.CleanUp.ReferenceOTU1925	0	0	0	0	0	0	0	2	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU1926	0	0	0	0	0	0	5	0	0	
Unassigned							New.CleanUp.ReferenceOTU1930	0	0	0	0	1	0	1	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		New.CleanUp.ReferenceOTU1931	0	0	0	0	0	0	0	0	6	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia		New.CleanUp.ReferenceOTU1934	0	0	0	0	3	0	1	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales				New.CleanUp.ReferenceOTU1938	0	0	0	15	0	0	0	0	1	
Unassigned							New.CleanUp.ReferenceOTU1939	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			New.CleanUp.ReferenceOTU1940	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU1944	1	2	682	277	498	0	1125	136	13	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		New.CleanUp.ReferenceOTU1945	0	0	0	0	0	2	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		New.CleanUp.ReferenceOTU1951	0	0	0	0	1	0	6	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae			New.CleanUp.ReferenceOTU1952	0	0	0	0	2	0	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	New.CleanUp.ReferenceOTU1963	0	0	0	0	0	0	0	11	0	
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium		New.CleanUp.ReferenceOTU1964	0	0	0	0	0	0	5	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	fragi	New.CleanUp.ReferenceOTU1974	47	680	22	5	82	221	2	4	0	
Unassigned							New.CleanUp.ReferenceOTU1975	0	0	0	0	0	0	0	0	2	
Unassigned							New.CleanUp.ReferenceOTU1983	0	0	0	0	0	0	2	0	0	
Unassigned							New.CleanUp.ReferenceOTU1986	0	0	0	3	0	0	0	0	2	
Unassigned							New.CleanUp.ReferenceOTU1995	0	0	0	2	0	0	1	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU1997	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		New.CleanUp.ReferenceOTU1999	2	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		New.CleanUp.ReferenceOTU2000	0	0	0	0	0	6	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2002	0	0	0	0	0	0	0	0	5	
Unassigned							New.CleanUp.ReferenceOTU2003	0	0	0	0	0	0	0	0	27	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae			New.CleanUp.ReferenceOTU2005	0	2	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria			New.CleanUp.ReferenceOTU2006	0	0	0	0	0	0	6	0	0	
Unassigned							New.CleanUp.ReferenceOTU2011	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2012	0	0	0	0	0	0	2	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sanguibacteraceae	Sanguibacter		New.CleanUp.ReferenceOTU2020	8	1	0	0	0	1	0	0	0	
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			New.CleanUp.ReferenceOTU2027	0	0	0	0	0	0	0	2	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		New.CleanUp.ReferenceOTU2029	0	0	0	0	0	0	0	0	2	
Unassigned							New.CleanUp.ReferenceOTU2033	0	0	0	0	0	0	0	0	45	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			New.CleanUp.ReferenceOTU2039	0	0	0	0	0	0	0	3	0	
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	stercoris	New.CleanUp.ReferenceOTU2040	0	0	0	0	0	0	1	7	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		New.CleanUp.ReferenceOTU2041	2	0	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2042	0	0	0	0	0	0	0	3	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]			New.CleanUp.ReferenceOTU2043	0	0	0	0	2	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			New.CleanUp.ReferenceOTU2046	0	0	0	0	0	0	3	1	0	
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium		New.CleanUp.ReferenceOTU2048	0	0	0	0	0	0	3	9	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		New.CleanUp.ReferenceOTU2059	0	0	0	0	0	0	0	0	2	
Unassigned							New.CleanUp.ReferenceOTU2064	0	0	0	0	2	0	1	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2070	0	0	0	0	0	0	10	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae			New.CleanUp.ReferenceOTU2072	1	0	1	0	0	1	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2074	0	0	0	1	0	0	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		New.CleanUp.ReferenceOTU2077	0	0	0	0	0	2	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			New.CleanUp.ReferenceOTU2080	0	0	0	5	0	0	0	0	1	
Unassigned							New.CleanUp.ReferenceOTU2081	0	0	0	0	0	0	0	4	0	
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus		New.CleanUp.ReferenceOTU2083	0	0	0	0	4	0	0	15	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			New.CleanUp.ReferenceOTU2084	0	0	0	0	0	0	0	3	0	
Bacteria	Firmicutes	Clostridia	Clostridiales				New.CleanUp.ReferenceOTU2085	0	0	0	0	0	0	0	0	6	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2086	0	0	0	0	0	0	0	0	5	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		New.CleanUp.ReferenceOTU2087	1	0	0	0	1	1	1	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	fragi	New.CleanUp.ReferenceOTU2091	0	0	0	0	0	2	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		New.CleanUp.ReferenceOTU2093	0	0	2	0	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2095	0	0	0	17	0	0	0	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae			New.CleanUp.ReferenceOTU2097	0	0	0	0	0	0	2	1	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2098	0	0	0	0	131	1	25	52	0	
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			New.CleanUp.ReferenceOTU2102	0	0	0	0	2	0	0	3	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae			New.CleanUp.ReferenceOTU2105	2	0	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2108	0	0	0	0	2	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2111	0	0	0	0	0	0	4	0	0	
Unassigned							New.CleanUp.ReferenceOTU2113	0	0	0	2	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2115	0	0	0	0	0	0	0	0	21	
Bacteria	Firmicutes	Clostridia	Clostridiales				New.CleanUp.ReferenceOTU2116	0	0	0	0	0	0	0	2	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2118	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2122	0	0	0	5	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2123	0	0	0	0	2	0	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2126	0	0	0	0	6	0	0	39	0	
Unassigned							New.CleanUp.ReferenceOTU2127	0	0	0	0	0	2	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales				New.CleanUp.ReferenceOTU2130	0	0	0	0	0	0	2	0	0	
Unassigned							New.CleanUp.ReferenceOTU2140	0	0	0	2	0	0	0	0	5	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2142	0	0	0	0	0	0	0	2	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2145	0	0	0	0	0	0	0	3	0	
Unassigned							New.CleanUp.ReferenceOTU2150	1	1	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2153	0	0	0	0	2	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			New.CleanUp.ReferenceOTU2158	0	0	0	3	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		New.CleanUp.ReferenceOTU2167	0	7	0	0	0	0	0	0	0	
Bacteria	Tenericutes	Mollicutes	RF39				New.CleanUp.ReferenceOTU2168	0	0	0	0	4	0	0	6	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sporichthyaceae			New.CleanUp.ReferenceOTU2172	2	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae			New.CleanUp.ReferenceOTU2176	0	0	8	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales				New.CleanUp.ReferenceOTU2179	0	0	0	0	0	1	8	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Barnesiellaceae]			New.CleanUp.ReferenceOTU2182	0	0	0	0	0	0	6	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2184	0	0	0	0	0	0	6	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus		New.CleanUp.ReferenceOTU2187	2	0	0	0	0	1	0	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		New.CleanUp.ReferenceOTU2190	4	6	0	0	1	1	0	0	0	
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter		New.CleanUp.ReferenceOTU2192	0	0	106	3	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	fragi	New.CleanUp.ReferenceOTU2197	0	0	3	0	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae			New.CleanUp.ReferenceOTU2199	0	0	9	0	5	0	0	0	0	
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	lividum	New.CleanUp.ReferenceOTU2204	0	1	0	0	0	1	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2206	1	1	0	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	New.CleanUp.ReferenceOTU2207	0	0	0	0	1	0	0	11	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	psychrolactophilus	New.CleanUp.ReferenceOTU2209	129	478	77	3	99	199	6	4	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2212	0	0	0	0	2	0	0	1	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			New.CleanUp.ReferenceOTU2217	0	0	2	2	0	0	1	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	barnesiae	New.CleanUp.ReferenceOTU2221	0	0	0	0	6	0	4	150	3	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		New.CleanUp.ReferenceOTU2222	0	0	0	1	1	0	0	1	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2224	0	0	0	0	16	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus		New.CleanUp.ReferenceOTU2225	0	0	5	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53		New.CleanUp.ReferenceOTU2230	0	0	0	0	1	0	0	1	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2232	0	0	0	32	0	0	0	0	1	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales				New.CleanUp.ReferenceOTU2234	0	1	0	0	0	1	0	0	0	
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus		New.CleanUp.ReferenceOTU2235	0	0	0	0	0	2	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		New.CleanUp.ReferenceOTU2251	0	0	0	0	22	0	3	13	0	
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			New.CleanUp.ReferenceOTU2253	0	0	0	0	1	0	0	9	0	
Bacteria	Firmicutes	Bacilli	Bacillales				New.CleanUp.ReferenceOTU2255	0	0	0	0	1	0	1	0	0	
Unassigned							New.CleanUp.ReferenceOTU2258	0	0	0	2	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Alkalibacterium		New.CleanUp.ReferenceOTU2260	0	0	0	0	2	0	12	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		New.CleanUp.ReferenceOTU2261	0	0	0	0	0	0	2	0	0	
Unassigned							New.CleanUp.ReferenceOTU2264	0	0	0	0	0	0	0	6	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2266	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]		New.CleanUp.ReferenceOTU2270	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales				New.CleanUp.ReferenceOTU2271	0	0	0	0	3	0	13	3	0	
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]	dolichum	New.CleanUp.ReferenceOTU2279	0	0	0	0	0	0	0	3	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius	New.CleanUp.ReferenceOTU2280	0	0	0	0	0	0	0	2	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2282	0	0	0	2	0	0	0	6	0	
Unassigned							New.CleanUp.ReferenceOTU2283	0	0	0	0	0	0	0	8	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2284	0	0	0	0	0	0	2	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae			New.CleanUp.ReferenceOTU2290	0	0	0	0	0	5	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2291	0	0	0	0	0	0	0	2	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	pacificensis	New.CleanUp.ReferenceOTU2292	0	0	0	0	0	0	32	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2296	0	0	0	2	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			New.CleanUp.ReferenceOTU2299	0	0	0	0	0	0	2	0	0	
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae			New.CleanUp.ReferenceOTU2300	0	0	1	0	0	0	4	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		New.CleanUp.ReferenceOTU2304	29	56	15	0	20	19	1	0	1	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2310	0	0	0	0	0	0	0	13	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]			New.CleanUp.ReferenceOTU2312	0	0	0	0	2	0	0	1	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		New.CleanUp.ReferenceOTU2313	15	12	0	0	3	12	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2314	0	0	0	0	2	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2319	0	0	0	0	0	0	8	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2320	0	0	0	0	0	0	0	0	3	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		New.CleanUp.ReferenceOTU2322	0	0	0	0	0	0	3	0	0	
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		New.CleanUp.ReferenceOTU2323	0	19	0	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2326	0	0	0	0	0	0	3	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		New.CleanUp.ReferenceOTU2331	0	0	0	0	2	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2334	0	3	0	0	1	3	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		New.CleanUp.ReferenceOTU2335	0	0	4	0	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2337	0	0	0	4	0	0	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2338	0	0	0	2	0	0	0	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			New.CleanUp.ReferenceOTU2342	0	0	1	2	0	0	0	0	2	
Unassigned							New.CleanUp.ReferenceOTU2344	0	0	0	0	0	0	2	0	0	
Unassigned							New.CleanUp.ReferenceOTU2346	0	0	0	0	0	0	2	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium		New.CleanUp.ReferenceOTU2354	0	0	0	0	1	0	1	0	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	sanguinis	New.CleanUp.ReferenceOTU2357	0	0	0	0	0	8	0	0	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2360	0	0	0	0	2	0	0	0	0	
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			New.CleanUp.ReferenceOTU2361	1	0	1	0	0	0	0	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		New.CleanUp.ReferenceOTU2366	0	0	0	0	0	0	4	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2369	0	0	0	0	0	0	0	0	28	
Unassigned							New.CleanUp.ReferenceOTU2370	0	0	0	0	1	0	1	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2373	0	0	0	0	0	0	0	3	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53		New.CleanUp.ReferenceOTU2377	0	0	0	0	0	0	0	0	2	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			New.CleanUp.ReferenceOTU2378	0	0	0	0	0	0	0	0	8	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia		New.CleanUp.ReferenceOTU2381	0	0	0	0	5	0	1	1	0	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			New.CleanUp.ReferenceOTU2387	0	0	0	0	0	0	0	0	11	
Unassigned							New.CleanUp.ReferenceOTU2391	0	0	0	0	2	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium		New.CleanUp.ReferenceOTU2393	0	0	0	2	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		New.CleanUp.ReferenceOTU2394	2	0	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			New.CleanUp.ReferenceOTU2398	0	0	0	0	0	0	0	2	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2399	0	0	0	0	0	0	0	8	0	
Unassigned							New.CleanUp.ReferenceOTU2403	0	0	0	0	0	0	0	2	0	
Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		New.CleanUp.ReferenceOTU2409	0	0	0	0	0	0	2	0	0	
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7			New.CleanUp.ReferenceOTU2416	0	3	0	0	1	1	0	0	0	
Bacteria	Cyanobacteria	Chloroplast	Chlorophyta	Chlamydomonadaceae			New.CleanUp.ReferenceOTU2418	0	0	159	1	0	0	0	0	1	
Unassigned							New.CleanUp.ReferenceOTU2419	0	0	0	0	1	5	0	0	0	
Unassigned							New.CleanUp.ReferenceOTU2423	0	0	0	0	9	0	0	1	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc		New.CleanUp.ReferenceOTU2424	0	7	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium		New.CleanUp.ReferenceOTU2429	0	0	0	0	1	0	31	0	0	
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium		New.CleanUp.ReferenceOTU2430	0	0	0	14	0	0	0	0	2	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		New.CleanUp.ReferenceOTU2434	0	0	0	0	0	0	2	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2437	0	0	5	0	1	0	1	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			New.CleanUp.ReferenceOTU2442	0	0	0	3	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	cecorum	New.CleanUp.ReferenceOTU2443	0	0	0	0	0	0	0	0	2	
Bacteria	Firmicutes	Bacilli	Bacillales	[Exiguobacteraceae]	Exiguobacterium		New.CleanUp.ReferenceOTU2448	6	0	0	0	0	0	0	0	0	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			New.CleanUp.ReferenceOTU2453	2	0	0	0	0	0	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae			New.CleanUp.ReferenceOTU2454	0	0	0	3	0	0	0	0	0	
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		New.CleanUp.ReferenceOTU2455	0	0	0	0	1	4	0	0	0	
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			New.CleanUp.ReferenceOTU2459	0	0	0	0	2	0	0	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae			New.CleanUp.ReferenceOTU2460	5	0	0	0	0	0	0	0	0	
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Microbispora	rosea	New.CleanUp.ReferenceOTU2463	50	3	1	0	3	6	1	0	0	
Unassigned							New.CleanUp.ReferenceOTU2464	0	0	0	9	0	0	0	0	0	
